lado_rebatimento, lado_arremesso, peso_jogador, altura_jogador, pais_origem
Direito, Direito, 83.99, 182.88, D.R.
Direito, Direito, 97.61, 182.88, USA
Direito, Direito, 97.61, 198.12, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Esquerdo, 88.53, 182.88, CAN
Esquerdo, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 97.61, 193.04, USA
Direito, Direito, 106.69, 190.5, Venezuela
Direito, Direito, 90.8, 180.34, D.R.
Esquerdo, Esquerdo, 104.42, 195.58, USA
Direito, Direito, 106.69, 180.34, USA
Direito, None, 90.35, 177.8, Venezuela
Esquerdo, Esquerdo, 95.34, 182.88, USA
Direito, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Esquerdo, 90.8, 187.96, Cuba
Esquerdo, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 115.77, 195.58, USA
Direito, Direito, 104.42, 187.96, Australia
Direito, Direito, 103.97, 185.42, USA
Direito, Direito, 104.42, 182.88, P.R.
Esquerdo, Esquerdo, 97.61, 182.88, USA
Direito, Esquerdo, 104.42, 193.04, USA
Direito, None, 74.91, 172.72, Bahamas
Direito, Direito, 97.61, 187.96, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 99.88, 195.58, USA
Esquerdo, Esquerdo, 90.8, 177.8, USA
Esquerdo, Esquerdo, 99.88, 180.34, D.R.
Direito, Direito, 93.98, 185.42, USA
Direito, Direito, 102.15, 193.04, USA
Esquerdo, Esquerdo, 99.88, 185.42, USA
Esquerdo, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 93.07, 185.42, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 106.69, 182.88, Australia
Direito, Direito, 99.88, 187.96, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, None, 88.53, 180.34, USA
Direito, Direito, 102.15, 180.34, D.R.
Direito, Direito, 102.15, 193.04, Italy
Direito, Direito, 88.53, 177.8, USA
Direito, Direito, 108.96, 200.66, USA
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 102.15, 190.5, USA
Esquerdo, Esquerdo, 90.8, 182.88, USA
Direito, None, 83.99, 187.96, D.R.
Direito, Direito, 98.06, 185.42, USA
Esquerdo, Direito, 111.68, 195.58, USA
Direito, Direito, 97.61, 195.58, USA
Direito, Direito, 83.99, 177.8, USA
Direito, Direito, 97.61, 177.8, USA
Esquerdo, Direito, 95.34, 187.96, USA
Direito, Direito, 113.5, 193.04, USA
Direito, Direito, 83.99, 175.26, USA
Direito, Direito, 99.88, 187.96, USA
Esquerdo, Esquerdo, 95.34, 190.5, USA
Direito, Direito, 95.79, 187.96, USA
Direito, Direito, 99.88, 187.96, USA
Direito, Direito, 88.53, 190.5, D.R.
Esquerdo, Esquerdo, 95.34, 180.34, P.R.
Direito, None, 102.15, 193.04, USA
Esquerdo, Esquerdo, 106.69, 190.5, USA
Direito, Direito, 99.88, 177.8, D.R.
Direito, Direito, 104.42, 208.28, USA
Direito, Direito, 120.31, 203.2, USA
Direito, Direito, 106.69, 193.04, D.R.
Direito, Esquerdo, 95.34, 177.8, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 102.15, 180.34, Cuba
Direito, None, 86.26, 177.8, Venezuela
Direito, Direito, 81.72, 180.34, USA
Esquerdo, Esquerdo, 79.45, 177.8, USA
Direito, None, 93.07, 185.42, Venezuela
Direito, Esquerdo, 81.72, 175.26, Japan
Direito, Esquerdo, 98.06, 182.88, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Esquerdo, 102.15, 190.5, USA
Esquerdo, Esquerdo, 93.07, 193.04, USA
Direito, Direito, 102.15, 190.5, USA
Direito, Esquerdo, 79.45, 180.34, Japan
Direito, Direito, 95.34, 187.96, D.R.
Direito, Esquerdo, 93.07, 190.5, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 104.42, 195.58, USA
Esquerdo, Esquerdo, 97.61, 180.34, USA
Direito, Direito, 99.88, 182.88, Nicaragua
Direito, None, 81.72, 185.42, D.R.
Direito, Direito, 99.88, 195.58, Japan
Esquerdo, Direito, 90.8, 182.88, Taiwan
Esquerdo, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 81.72, 190.5, USA
Direito, Direito, 81.72, 182.88, Taiwan
Direito, Direito, 93.07, 187.96, USA
Esquerdo, Direito, 86.26, 187.96, USA
Direito, Direito, 95.34, 185.42, USA
Direito, Direito, 95.34, 190.5, Japan
Direito, Esquerdo, 97.61, 190.5, USA
Esquerdo, Esquerdo, 97.61, 182.88, D.R.
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 118.49, 185.42, D.R.
Direito, Direito, 93.07, 193.04, USA
Direito, Esquerdo, 93.07, 182.88, D.R.
Direito, Direito, 99.88, 185.42, USA
Direito, Direito, 108.96, 190.5, USA
Direito, Esquerdo, 95.34, 190.5, USA
Direito, Direito, 97.61, 198.12, USA
Direito, Direito, 99.88, 187.96, USA
Esquerdo, Esquerdo, 97.61, 190.5, USA
Esquerdo, Esquerdo, 102.6, 193.04, USA
Direito, Direito, 72.64, 182.88, USA
Direito, Direito, 99.88, 190.5, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 104.42, 193.04, USA
Direito, None, 83.99, 175.26, P.R.
Direito, Esquerdo, 93.07, 182.88, USA
Direito, Direito, 90.8, 180.34, USA
Esquerdo, Direito, 99.88, 185.42, Colombia
Direito, Direito, 99.88, 200.66, USA
Esquerdo, Direito, 100.79, 193.04, USA
Direito, Direito, 97.61, 193.04, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 104.42, 187.96, D.R.
Direito, Esquerdo, 93.07, 187.96, USA
Esquerdo, Esquerdo, 86.26, 182.88, USA
Direito, None, 106.69, 177.8, Venezuela
Direito, None, 93.07, 180.34, D.R.
Esquerdo, Direito, 88.53, 193.04, USA
Direito, Direito, 102.15, 190.5, USA
Direito, Direito, 96.25, 187.96, Brazil
Direito, Esquerdo, 95.34, 185.42, USA
Esquerdo, Esquerdo, 108.96, 193.04, USA
Direito, Esquerdo, 119.4, 190.5, USA
Direito, Direito, 95.34, 172.72, Colombia
Direito, Direito, 88.98, 185.42, Venezuela
Esquerdo, Esquerdo, 93.07, 177.8, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Esquerdo, Direito, 115.77, 195.58, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Esquerdo, 99.88, 193.04, D.R.
Direito, Direito, 90.8, 195.58, USA
Direito, Direito, 97.16, 175.26, Colombia
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 81.72, 185.42, Mexico
Esquerdo, Esquerdo, 90.8, 193.04, USA
Direito, Direito, 90.8, 182.88, USA
Esquerdo, Direito, 102.15, 195.58, USA
Esquerdo, Direito, 81.72, 180.34, USA
Direito, Direito, 88.53, 187.96, Curacao
Direito, Direito, 106.69, 193.04, USA
Direito, None, 102.15, 187.96, Cuba
Direito, Direito, 94.43, 190.5, D.R.
Esquerdo, Esquerdo, 98.97, 187.96, USA
Direito, Direito, 92.16, 182.88, USA
Direito, Esquerdo, 99.88, 195.58, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 97.16, 185.42, USA
Direito, Direito, 90.8, 193.04, USA
Esquerdo, Esquerdo, 108.96, 195.58, USA
Direito, Direito, 86.26, 180.34, Venezuela
Direito, Direito, 99.88, 190.5, USA
Direito, Direito, 96.7, 185.42, Venezuela
Direito, Direito, 95.79, 177.8, USA
Direito, Direito, 79.0, 185.42, USA
Direito, Direito, 95.34, 190.5, USA
Esquerdo, Esquerdo, 93.07, 187.96, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 106.69, 182.88, USA
Direito, Direito, 104.42, 195.58, USA
Direito, Direito, 83.99, 177.8, USA
Esquerdo, Esquerdo, 129.39, 195.58, USA
Esquerdo, Esquerdo, 88.53, 182.88, D.R.
Esquerdo, Esquerdo, 90.8, 182.88, Venezuela
Direito, Direito, 93.07, 185.42, USA
Direito, Direito, 101.7, 185.42, USA
Esquerdo, Esquerdo, 90.8, 185.42, D.R.
Esquerdo, Esquerdo, 104.42, 187.96, USA
Direito, Direito, 108.96, 193.04, USA
Esquerdo, Direito, 90.8, 190.5, USA
Direito, Direito, 96.25, 185.42, USA
Esquerdo, Esquerdo, 111.23, 198.12, USA
Direito, Direito, 83.99, 180.34, USA
Esquerdo, Direito, 111.23, 185.42, USA
Direito, Direito, 84.44, 180.34, USA
Esquerdo, Esquerdo, 95.34, 180.34, USA
Esquerdo, Esquerdo, 106.69, 187.96, Venezuela
Direito, Direito, 93.07, 185.42, Venezuela
Direito, Direito, 99.88, 185.42, USA
Esquerdo, Esquerdo, 90.8, 182.88, USA
Esquerdo, Esquerdo, 90.8, 182.88, USA
Direito, Direito, 102.15, 190.5, USA
Esquerdo, Esquerdo, 95.34, 177.8, Venezuela
Direito, Direito, 104.42, 187.96, USA
Direito, Direito, 95.34, 185.42, USA
Direito, Esquerdo, 104.42, 190.5, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 99.88, 198.12, USA
Direito, Direito, 99.88, 177.8, D.R.
Direito, Esquerdo, 99.88, 195.58, CAN
Direito, Direito, 99.88, 193.04, USA
Direito, Direito, 91.25, 185.42, D.R.
Direito, Direito, 105.78, 185.42, D.R.
Direito, Direito, 95.34, 193.04, D.R.
Direito, Direito, 99.88, 182.88, Cuba
Direito, Direito, 95.34, 187.96, USA
Direito, Direito, 104.42, 195.58, USA
Direito, Direito, 99.88, 187.96, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 88.53, 182.88, Cuba
Direito, Direito, 93.07, 185.42, USA
Direito, Direito, 97.61, 187.96, USA
Direito, Esquerdo, 99.88, 187.96, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 95.34, 187.96, USA
Esquerdo, Esquerdo, 90.8, 190.5, USA
Direito, Direito, 104.42, 193.04, USA
Direito, Direito, 98.97, 190.5, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 106.24, 193.04, USA
Direito, Esquerdo, 86.26, 182.88, USA
Esquerdo, Esquerdo, 88.53, 187.96, USA
Direito, Direito, 95.34, 177.8, USA
Direito, Direito, 108.96, 190.5, USA
Esquerdo, Esquerdo, 93.07, 187.96, USA
Direito, Direito, 97.61, 193.04, USA
Esquerdo, Esquerdo, 90.8, 187.96, USA
Esquerdo, Esquerdo, 97.61, 187.96, USA
Esquerdo, Esquerdo, 102.15, 193.04, USA
Direito, Direito, 86.71, 187.96, USA
Direito, Esquerdo, 120.31, 200.66, CAN
Direito, Direito, 86.26, 182.88, D.R.
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Esquerdo, 99.88, 185.42, USA
Direito, Direito, 113.5, 193.04, Venezuela
Direito, Esquerdo, 81.72, 172.72, USA
Esquerdo, Esquerdo, 79.45, 177.8, USA
Direito, Direito, 108.96, 193.04, USA
Direito, Direito, 86.26, 182.88, D.R.
Direito, None, 90.8, 172.72, Venezuela
Direito, None, 83.54, 182.88, Curacao
Esquerdo, None, 95.34, 190.5, USA
Direito, Direito, 99.88, 187.96, USA
Direito, Direito, 99.88, 187.96, D.R.
Direito, Direito, 116.68, 180.34, Venezuela
Direito, Direito, 90.8, 177.8, USA
Esquerdo, Esquerdo, 81.72, 175.26, USA
Direito, Direito, 104.42, 195.58, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, 108.96, 190.5, D.R.
Esquerdo, Esquerdo, 127.12, 190.5, Venezuela
Direito, Esquerdo, 93.07, 190.5, Netherlands
Direito, Direito, 106.69, 185.42, USA
Direito, Direito, 102.15, 190.5, USA
Direito, Direito, 106.69, 187.96, USA
Direito, Direito, 88.53, 180.34, D.R.
Direito, Direito, 83.99, 182.88, USA
Esquerdo, Esquerdo, 99.88, 190.5, USA
Esquerdo, Esquerdo, 98.52, 193.04, USA
Direito, Esquerdo, 99.88, 187.96, USA
Direito, Esquerdo, 99.88, 190.5, USA
Direito, Direito, 105.33, 187.96, USA
Direito, Direito, 90.8, 182.88, Mexico
Direito, Esquerdo, 90.8, 182.88, USA
Direito, Direito, 115.77, 193.04, Venezuela
Direito, Direito, 90.8, 185.42, D.R.
Direito, None, 102.15, 185.42, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 90.8, 182.88, USA
Esquerdo, Direito, 93.07, 187.96, USA
Direito, Esquerdo, 81.72, 180.34, Venezuela
Direito, Direito, 83.99, 182.88, USA
Esquerdo, Esquerdo, 79.45, 170.18, Venezuela
Direito, None, 93.07, 185.42, USA
Direito, Esquerdo, 88.98, 177.8, USA
Direito, Direito, 93.07, 177.8, USA
Direito, Direito, 93.07, 180.34, USA
Direito, Esquerdo, 86.26, 182.88, Japan
Esquerdo, Esquerdo, 104.42, 198.12, USA
Direito, Direito, 90.8, 180.34, D.R.
Esquerdo, Direito, 113.5, 190.5, South Korea
Direito, Direito, 86.71, 182.88, USA
Direito, Direito, 122.58, 193.04, USA
Direito, Direito, 102.15, 190.5, Venezuela
Direito, Direito, 111.23, 203.2, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 102.15, 195.58, USA
Direito, Direito, 93.52, 187.96, USA
Esquerdo, None, 86.26, 180.34, USA
Direito, Direito, 81.72, 182.88, USA
Direito, None, 86.26, 172.72, D.R.
Esquerdo, Esquerdo, 90.8, 190.5, USA
Direito, Direito, 108.96, 190.5, Cuba
Direito, Direito, 108.96, 193.04, USA
Direito, Direito, 97.61, 190.5, USA
Esquerdo, Esquerdo, 102.15, 193.04, USA
Direito, Esquerdo, 104.42, 193.04, USA
Direito, Direito, 103.06, 182.88, Saudi Arabia
Direito, Direito, 93.07, 185.42, D.R.
Esquerdo, Esquerdo, 95.34, 185.42, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Esquerdo, 104.42, 182.88, Venezuela
Esquerdo, Esquerdo, 88.98, 185.42, USA
Direito, Direito, 111.23, 190.5, Venezuela
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 95.34, 180.34, P.R.
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 90.8, 185.42, USA
Esquerdo, Esquerdo, 102.15, 185.42, USA
Direito, Esquerdo, 104.42, 195.58, USA
Direito, Direito, 117.13, 190.5, D.R.
Direito, Direito, 99.43, 187.96, D.R.
Direito, Direito, 97.61, 187.96, USA
Esquerdo, None, 94.89, 182.88, USA
Direito, Direito, 124.85, 190.5, Venezuela
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 97.61, 187.96, USA
Direito, Esquerdo, 104.42, 193.04, USA
Esquerdo, Esquerdo, 95.34, 180.34, USA
Direito, Direito, 102.15, 185.42, D.R.
Esquerdo, Direito, 90.8, 180.34, USA
Direito, Direito, 90.8, 182.88, USA
Direito, Direito, 103.06, 182.88, USA
Direito, Direito, 90.8, 182.88, D.R.
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 102.15, 187.96, USA
Direito, Esquerdo, 93.07, 187.96, USA
Direito, Direito, 102.15, 193.04, USA
Direito, Direito, 88.53, 177.8, P.R.
Direito, Esquerdo, 83.99, 182.88, USA
Esquerdo, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 115.77, 193.04, USA
Direito, Direito, 95.34, 185.42, P.R.
Esquerdo, Direito, 93.07, 182.88, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Direito, 90.8, 182.88, USA
Esquerdo, Esquerdo, 95.34, 187.96, USA
Direito, Esquerdo, 93.07, 187.96, USA
Direito, Direito, 90.8, 182.88, Venezuela
Esquerdo, Esquerdo, 113.5, 193.04, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 108.05, 190.5, USA
Direito, None, 86.26, 185.42, USA
Esquerdo, Esquerdo, 99.88, 193.04, USA
Direito, Direito, 102.15, 190.5, USA
Direito, None, 83.08, 177.8, Venezuela
Direito, Direito, 108.96, 187.96, D.R.
Esquerdo, Direito, 97.61, 193.04, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 97.61, 198.12, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Direito, 99.88, 187.96, USA
Esquerdo, Esquerdo, 99.88, 193.04, USA
Direito, Esquerdo, 95.34, 180.34, USA
Direito, Esquerdo, 83.99, 177.8, USA
Direito, Direito, 108.96, 187.96, Cuba
Esquerdo, Esquerdo, 95.34, 185.42, USA
Esquerdo, Esquerdo, 104.42, 195.58, USA
Esquerdo, Esquerdo, 95.34, 185.42, USA
Direito, Direito, 93.07, 185.42, USA
Direito, Direito, 108.96, 195.58, USA
Esquerdo, Esquerdo, 88.53, 180.34, Venezuela
Direito, Direito, 83.99, 180.34, D.R.
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 99.88, 193.04, USA
Direito, Direito, 108.96, 190.5, USA
Direito, Direito, 106.69, 187.96, USA
Direito, Direito, 97.61, 187.96, USA
Esquerdo, Esquerdo, 95.34, 172.72, USA
Direito, Direito, 86.26, 193.04, USA
Direito, Direito, 93.98, 190.5, USA
Direito, Esquerdo, 88.53, 193.04, USA
Direito, None, 93.07, 182.88, D.R.
Esquerdo, Esquerdo, 86.26, 175.26, USA
Direito, Esquerdo, 111.23, 187.96, USA
Direito, None, 90.8, 195.58, USA
Direito, Esquerdo, 96.25, 185.42, USA
Direito, Direito, 93.07, 182.88, USA
Direito, Esquerdo, 108.96, 200.66, USA
Direito, Direito, 99.88, 193.04, Nicaragua
Direito, Direito, 99.88, 180.34, USA
Esquerdo, Esquerdo, 81.72, 187.96, D.R.
Direito, Direito, 118.04, 193.04, USA
Direito, Esquerdo, 88.53, 187.96, USA
Direito, Direito, 99.88, 203.2, USA
Direito, Direito, 70.37, 175.26, USA
Direito, Direito, 90.8, 198.12, USA
Direito, Direito, 95.34, 195.58, USA
Direito, Direito, 90.8, 182.88, D.R.
Direito, Direito, 86.26, 195.58, USA
Direito, None, 90.8, 185.42, USA
Direito, Direito, 102.15, 177.8, USA
Direito, Direito, 104.42, 195.58, D.R.
Direito, Direito, 81.72, 190.5, USA
Direito, Esquerdo, 77.18, 175.26, Japan
Direito, Direito, 106.69, 195.58, USA
Direito, Direito, 108.96, 187.96, D.R.
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 88.53, 177.8, USA
Direito, Direito, 88.53, 182.88, D.R.
Esquerdo, Esquerdo, 86.26, 190.5, USA
Direito, Direito, 99.88, 200.66, USA
Direito, Direito, 90.8, 185.42, D.R.
Direito, Direito, 93.52, 190.5, USA
Direito, Direito, 86.26, 180.34, Taiwan
Esquerdo, Esquerdo, 90.8, 180.34, USA
Esquerdo, Esquerdo, 74.91, 175.26, D.R.
Direito, Direito, 104.42, 187.96, D.R.
Direito, Direito, 104.42, 190.5, USA
Esquerdo, Esquerdo, 97.61, 187.96, USA
Direito, Esquerdo, 90.8, 195.58, Cuba
Direito, None, 105.78, 182.88, D.R.
Direito, Esquerdo, 93.98, 190.5, USA
Direito, Direito, 99.88, 193.04, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 88.53, 187.96, Brazil
Direito, Esquerdo, 93.07, 185.42, USA
Direito, Direito, 99.88, 193.04, USA
Direito, Direito, 93.07, 185.42, USA
Direito, None, 93.07, 182.88, USA
Direito, Direito, 93.07, 180.34, Taiwan
Direito, Esquerdo, 102.15, 190.5, USA
Direito, Direito, 91.25, 182.88, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 102.15, 187.96, USA
Direito, Esquerdo, 88.53, 180.34, USA
Esquerdo, Direito, 90.8, 185.42, CAN
Direito, Direito, 96.7, 187.96, Venezuela
Direito, Direito, 99.88, 187.96, USA
Direito, Direito, 108.05, 187.96, USA
Esquerdo, Esquerdo, 97.61, 193.04, USA
Direito, Direito, 83.99, 182.88, D.R.
Esquerdo, Esquerdo, 104.42, 190.5, USA
Esquerdo, Esquerdo, 100.79, 190.5, USA
Direito, Direito, 104.42, 190.5, USA
Esquerdo, Esquerdo, 99.88, 190.5, USA
Direito, Direito, 90.8, 182.88, USA
Direito, Direito, 111.23, 193.04, D.R.
Direito, Esquerdo, 83.99, 170.18, USA
Direito, Direito, 85.35, 185.42, USA
Direito, Direito, 95.34, 187.96, USA
Esquerdo, Esquerdo, 93.07, 193.04, USA
Direito, Direito, 90.8, 177.8, USA
Direito, Direito, 98.97, 187.96, Aruba
Direito, Direito, 99.88, 187.96, Venezuela
Direito, Direito, 98.97, 193.04, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Esquerdo, 81.72, 177.8, USA
Esquerdo, Esquerdo, 72.64, 182.88, USA
Esquerdo, Direito, 111.23, 190.5, USA
Esquerdo, Esquerdo, 95.34, 187.96, USA
Direito, None, 101.24, 177.8, D.R.
Direito, None, 114.86, 193.04, USA
Esquerdo, Esquerdo, 95.34, 187.96, CAN
Direito, None, 86.26, 175.26, D.R.
Direito, Direito, 102.15, 180.34, Venezuela
Direito, Direito, 92.16, 193.04, USA
Esquerdo, Esquerdo, 113.5, 190.5, D.R.
Direito, Direito, 90.8, 180.34, USA
Direito, Direito, 104.42, 182.88, USA
Direito, None, 72.64, 182.88, USA
Direito, Direito, 83.99, 177.8, USA
Direito, Direito, 99.88, 193.04, USA
Esquerdo, Esquerdo, 97.61, 177.8, Venezuela
Esquerdo, Direito, 99.88, 187.96, USA
Esquerdo, Esquerdo, 111.23, 203.2, USA
Direito, Direito, 99.88, 182.88, CAN
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 104.42, 190.5, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, 104.42, 190.5, D.R.
Direito, Esquerdo, 95.34, 185.42, USA
Direito, Direito, 113.5, 198.12, USA
Direito, None, 95.34, 187.96, USA
Direito, Direito, 79.45, 180.34, South Korea
Esquerdo, Esquerdo, 103.06, 193.04, CAN
Direito, None, 89.89, 185.42, Venezuela
Direito, Direito, 118.04, 187.96, USA
Direito, Direito, 99.88, 180.34, Venezuela
Esquerdo, Esquerdo, 102.15, 190.5, Cuba
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 95.34, 187.96, USA
Direito, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 99.88, 177.8, D.R.
Direito, Direito, 88.53, 182.88, D.R.
Direito, Esquerdo, 88.53, 175.26, P.R.
Direito, Direito, 97.61, 182.88, USA
Direito, Direito, 102.15, 187.96, USA
Esquerdo, Direito, 105.33, 190.5, D.R.
Direito, Direito, 81.72, 170.18, Venezuela
Esquerdo, Direito, 95.34, 190.5, USA
Direito, Direito, 112.14, 185.42, Curacao
Esquerdo, Direito, 99.88, 190.5, USA
Direito, Direito, 93.07, 190.5, Panama
Direito, Esquerdo, 95.34, 185.42, USA
Direito, Direito, 99.88, 185.42, Cuba
Direito, Direito, 103.97, 190.5, USA
Direito, Direito, 104.42, 190.5, USA
Direito, Direito, 102.15, 193.04, USA
Esquerdo, Direito, 97.61, 193.04, USA
Direito, Direito, 106.69, 190.5, Cuba
Direito, Direito, 120.31, 198.12, USA
Esquerdo, Esquerdo, 97.61, 180.34, USA
Esquerdo, Esquerdo, 104.42, 195.58, USA
Direito, Direito, 99.88, 187.96, USA
Direito, None, 93.07, 177.8, Cuba
Direito, Direito, 88.53, 182.88, USA
Direito, None, 99.88, 180.34, Venezuela
Esquerdo, Esquerdo, 93.07, 185.42, Cuba
Direito, Direito, 104.42, 185.42, USA
Direito, Esquerdo, 87.17, 180.34, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, Direito, 98.97, 190.5, Japan
Direito, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 97.61, 177.8, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 102.15, 195.58, USA
Direito, Direito, 102.15, 193.04, USA
Direito, Direito, 97.61, 185.42, USA
Esquerdo, Esquerdo, 72.64, 185.42, Taiwan
Direito, Direito, 99.88, 190.5, USA
Esquerdo, Esquerdo, 93.07, 190.5, USA
Direito, Direito, 102.15, 190.5, USA
Esquerdo, Esquerdo, 88.53, 182.88, USA
Esquerdo, Esquerdo, 93.07, 190.5, USA
Direito, None, 81.72, 185.42, Venezuela
Direito, Direito, 104.42, 187.96, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Esquerdo, 97.61, 182.88, USA
Direito, Direito, 106.69, 193.04, USA
Direito, Direito, 97.61, 193.04, USA
Direito, Direito, 102.15, 203.2, USA
Direito, Direito, 97.61, 193.04, USA
Direito, Esquerdo, 90.8, 182.88, USA
Direito, Direito, 98.06, 187.96, USA
Direito, Direito, 90.8, 180.34, USA
Direito, Direito, 99.88, 193.04, USA
Direito, Direito, 99.88, 190.5, USA
Direito, Direito, 101.24, 190.5, USA
Esquerdo, Esquerdo, 86.26, 180.34, Venezuela
Direito, Direito, 104.42, 193.04, USA
Direito, Direito, 106.69, 193.04, USA
Direito, Direito, 81.72, 170.18, USA
Direito, None, 88.53, 180.34, D.R.
Direito, Direito, 105.33, 182.88, D.R.
Direito, Direito, 106.69, 187.96, USA
Esquerdo, Esquerdo, 99.88, 187.96, USA
Esquerdo, Esquerdo, 102.15, 187.96, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Esquerdo, 90.8, 180.34, Venezuela
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 95.34, 185.42, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 86.26, 182.88, D.R.
Direito, Direito, 99.88, 193.04, USA
Direito, Esquerdo, 83.99, 193.04, USA
Direito, Direito, 125.76, 190.5, Venezuela
Direito, Esquerdo, 83.99, 177.8, USA
Esquerdo, Esquerdo, 81.72, 187.96, USA
Esquerdo, Direito, 93.07, 185.42, USA
Direito, Direito, 104.42, 187.96, D.R.
Esquerdo, Direito, 79.45, 177.8, USA
Direito, Direito, 99.88, 185.42, USA
Direito, Esquerdo, 95.34, 193.04, USA
Direito, Esquerdo, 93.07, 190.5, USA
Direito, Esquerdo, 93.07, 185.42, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 104.42, 185.42, Cuba
Esquerdo, Esquerdo, 108.96, 190.5, USA
Direito, Direito, 101.7, 190.5, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 102.6, 190.5, CAN
Direito, Esquerdo, 81.72, 180.34, USA
Direito, Direito, 99.88, 193.04, USA
Esquerdo, Esquerdo, 90.8, 187.96, D.R.
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 99.88, 190.5, USA
Esquerdo, Esquerdo, 95.34, 185.42, Venezuela
Direito, Esquerdo, 99.88, 190.5, USA
Direito, Direito, 102.15, 185.42, USA
Direito, Direito, 93.07, 195.58, USA
Esquerdo, Esquerdo, 116.22, 182.88, USA
Direito, Direito, 81.72, 185.42, Venezuela
Direito, Direito, 96.7, 180.34, Venezuela
Direito, Direito, 99.88, 185.42, D.R.
Direito, Direito, 96.25, 185.42, USA
Direito, Esquerdo, 122.58, 193.04, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 85.35, 182.88, Venezuela
Direito, Esquerdo, 93.07, 177.8, USA
Direito, Direito, 88.53, 185.42, USA
Esquerdo, Esquerdo, 108.96, 195.58, D.R.
Esquerdo, Esquerdo, 104.42, 190.5, USA
Direito, Direito, 89.44, 190.5, USA
